,Tipo,Empresa,Setor,Subsetor,Cotacao,Data_ult_cot,Min_52_sem,Max_52_sem,Vol_med_2m,Valor_de_mercado,Valor_da_firma,Ult_balanco_processado,Nro_Acoes,PL,PVP,PEBIT,PSR,PAtivos,PCap_Giro,PAtiv_Circ_Liq,Div_Yield,EV_EBITDA,EV_EBIT,Cres_Rec_5a,LPA,VPA,Marg_Bruta,Marg_EBIT,Marg_Liquida,EBIT_Ativo,ROIC,ROE,Liquidez_Corr,Div_Br_Patrim,Giro_Ativos,Ativo,Cart_de_Credito,Depositos,Patrim_Liq,Result_Int_Financ_12m,Rec_Servicos_12m,Lucro_Liquido_12m,Result_Int_Financ_3m,Rec_Servicos_3m,Lucro_Liquido_3m,Disponibilidades,Ativo_Circulante,Div_Bruta,Div_Liquida,Receita_Liquida_12m,EBIT_12m,Receita_Liquida_3m,EBIT_3m
PNVL4,PN,PANVEL FARMÁCIAS PN,Comércio e Distribuição,Medicamentos e Outros Produtos,18.62,2021-08-04,0.00,0.00,0,2800020000,3534790000,2022-09-30,150377000,3278,257,2668,074,109,450,-6034,0.0%,1221,3369,12.4%,057,726,31.0%,2.8%,2.2%,4.1%,5.2%,7.8%,177,082,148,2569520000,,,1091000000,,,85411000,,,18244000,164250000,1432110000,899016000,734766000,3798700000,104929000,1017040000,32066000
POMO3,ON,MARCOPOLO ON,Material de Transporte,Material Rodoviário,2.65,2023-02-10,1.80,2.65,709590,2509270000,3949250000,2022-09-30,946893000,966,082,1487,053,034,171,-1200,5.4%,1393,2340,2.0%,027,322,12.7%,3.6%,5.0%,2.3%,3.0%,8.5%,157,078,064,7336510000,,,3045390000,,,259700000,,,59114000,949655000,4049800000,2389640000,1439990000,4710880000,168796000,1516290000,94853000
POMO4,PN N2,MARCOPOLO PN N2,Material de Transporte,Material Rodoviário,3.16,2023-02-10,2.15,3.16,13823600,2992180000,4432170000,2022-09-30,946893000,1152,098,1773,064,041,204,-1431,4.5%,1563,2626,2.0%,027,322,12.7%,3.6%,5.0%,2.3%,3.0%,8.5%,157,078,064,7336510000,,,3045390000,,,259700000,,,59114000,949655000,4049800000,2389640000,1439990000,4710880000,168796000,1516290000,94853000
PORT3,ON NM,WILSON SONS ON NM,Transporte,Serviços de Apoio e Armazenagem,9.77,2023-02-10,7.20,11.37,2850920,4298500000,6758960000,2022-09-30,439969000,1528,181,616,155,074,2891,-170,6.2%,706,968,-,064,541,45.1%,25.2%,10.6%,12.0%,13.0%,11.8%,119,118,047,5838860000,,,2379580000,,,281325000,,,63432000,339924000,927545000,2800380000,2460460000,2772150000,698075000,619078000,176824000
POSI3,ON NM,POSITIVO INF ON NM,Computadores e Equipamentos,Computadores e Equipamentos,7.30,2023-02-10,5.43,13.38,15140300,1035140000,2046480000,2022-09-30,141800000,499,078,318,022,024,067,150,4.7%,553,629,25.2%,146,936,20.1%,6.8%,4.4%,7.6%,11.1%,15.6%,174,109,113,4263170000,,,1326580000,,,207355000,,,48771000,436833000,3617560000,1448180000,1011340000,4800940000,325599000,1064500000,65746000
POWE3,ON NM,FOCUS ON ON NM,Energia Elétrica,Energia Elétrica,10.90,2022-03-11,10.00,15.60,0,977238000,589954000,2021-09-30,89654900,2392,099,1761,062,038,657,-301,0.0%,1001,1063,-,046,1102,6.8%,3.5%,2.6%,2.1%,3.5%,4.1%,113,004,061,2584220000,,,988330000,,,40863000,,,8602000,425197000,1271360000,37913000,-387284000,1580290000,55505000,633180000,12164000
PRIO3,ON,PETRORIO ON,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",42.75,2023-02-10,20.47,42.75,386702000,37929000000,37815600000,2022-09-30,887229000,1122,411,873,529,190,391,8619,0.0%,714,870,71.6%,381,1041,65.7%,60.6%,47.2%,21.8%,42.2%,36.6%,782,099,036,19920200000,,,9237920000,,,3381200000,,,792314000,9291580000,11122300000,9178180000,-113408000,7168080000,4344330000,1985790000,1274350000
PRNR3,ON NM,PRINER ON NM,Serviços Diversos,Serviços Diversos,7.70,2023-02-10,4.86,8.42,1504090,299592000,333566000,2022-09-30,38908000,777,116,354,044,050,198,635,3.9%,306,394,18.4%,099,661,23.2%,12.3%,8.5%,14.2%,18.2%,15.0%,174,054,115,598258000,,,257316000,,,38567000,,,20816000,104020000,353857000,137994000,33974000,687262000,84657000,254439000,50494000
PSSA3,ON,PORTO SEGURO SA ON,Previdência e Seguros,Seguradoras,26.60,2023-02-10,17.10,26.60,48822600,17199200000,6990340000,2022-12-31,646586000,1516,163,074,062,034,671,-239,4.4%,030,030,11.0%,176,1637,100.0%,83.4%,4.2%,45.8%,57.4%,10.7%,109,-,055,50490900000,,,10583100000,,,1134850000,,,555614000,10208800000,32647500000,0,-10208800000,27723700000,23128400000,7675020000,6317640000
PTBL3,ON,PORTOBELLO S/A ON,Construção e Engenharia,Produtos para Construção,7.35,2023-02-10,6.06,13.27,7381710,1036250000,1618160000,2022-09-30,140987000,521,227,273,047,046,890,-134,4.5%,348,426,22.3%,141,323,44.4%,17.2%,9.0%,16.8%,22.5%,43.6%,113,157,098,2263210000,,,456086000,,,198881000,,,52498000,134185000,1035470000,716088000,581903000,2212430000,379864000,597924000,89516000
PTNT3,ON,PETTENATI ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,9.12,2023-02-10,8.66,15.07,11024,438184000,576405000,2022-09-30,48046500,628,124,738,050,050,287,1743,3.5%,664,971,15.4%,145,735,16.1%,6.8%,9.6%,6.8%,9.0%,19.8%,147,072,100,872869000,,,353213000,,,69797500,,,11543200,114664000,476129000,252885000,138221000,870085000,59368000,226142000,17588000
PTNT4,PN,PETTENATI PN,"Tecidos, Vestuário e Calçados",Fios e Tecidos,6.45,2023-02-10,4.30,7.00,60419,309900000,448121000,2022-09-30,48046500,444,088,522,036,036,203,1233,4.9%,516,755,15.4%,145,735,16.1%,6.8%,9.6%,6.8%,9.0%,19.8%,147,072,100,872869000,,,353213000,,,69797500,,,11543200,114664000,476129000,252885000,138221000,870085000,59368000,226142000,17588000
QUAL3,ON NM,QUALICORP ON NM,Serv.Méd.Hospit. Análises e Diagnósticos,Serv.Méd.Hospit. Análises e Diagnósticos,5.42,2023-02-10,5.06,17.09,33736600,1539360000,3084200000,2022-09-30,284014000,690,106,214,076,033,233,-084,4.7%,275,428,1.2%,079,510,79.9%,35.6%,11.6%,15.3%,20.0%,15.4%,188,161,043,4690010000,,,1447140000,,,223251000,,,49232000,788888000,1409660000,2333740000,1544850000,2019850000,719890000,507095000,170357000
RADL3,ON,RAIADROGASIL ON,Comércio e Distribuição,Medicamentos e Outros Produtos,23.75,2023-02-10,18.04,26.43,133765000,39233300000,41127200000,2022-09-30,1651930000,4452,776,2445,142,237,1245,-1765,1.1%,1353,2563,17.9%,053,306,30.4%,5.8%,3.3%,9.7%,12.9%,17.4%,152,045,168,16523500000,,,5052790000,,,881235000,,,215409000,371172000,9192250000,2265020000,1893840000,27705000000,1604880000,7489870000,423050000
RAIL3,ON NM,RUMO S.A. ON NM,Transporte,Transporte Ferroviário,17.54,2023-02-10,15.19,22.14,183395000,32521900000,42714200000,2022-09-30,1854160000,-29327,216,1471,356,071,708,-162,0.1%,1023,1932,7.7%,-006,812,29.6%,24.2%,-1.2%,4.9%,5.8%,-0.7%,183,111,020,45518500000,,,15061000000,,,-110893000,,,306723000,6588740000,10157300000,16781000000,10192200000,9133810000,2211380000,2950600000,990773000
RAIZ4,PN N2,RAIZEN PN N2,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",3.21,2023-02-10,3.05,7.11,87424800,33231600000,71591400000,2022-09-30,10352500000,2541,152,775,014,031,297,-106,4.6%,543,1670,53.2%,013,211,4.8%,1.8%,0.6%,4.1%,5.2%,6.0%,128,207,227,105686000000,,,21793200000,,,1307580000,,,-880121000,6655460000,51853200000,45015300000,38359800000,239379000000,4287460000,64238200000,254702000
RANI3,ON,CELULOSE IRANI ON,Madeira e Papel,Papel e Celulose,8.13,2023-02-10,5.25,9.44,8692040,2002900000,2652510000,2022-09-30,246359000,563,184,357,118,074,640,-255,8.1%,400,473,18.0%,144,442,46.3%,33.1%,21.0%,20.7%,26.2%,32.7%,160,096,063,2707190000,,,1088410000,,,355617000,,,95530000,398504000,832233000,1048110000,649606000,1692320000,560439000,441405000,147255000
RAPT3,ON N1,RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES ON N1,Material de Transporte,Material Rodoviário,7.69,2023-02-10,7.26,10.39,82346,2532560000,5286370000,2022-09-30,329331000,473,091,186,023,021,065,-608,11.2%,329,388,28.9%,163,842,24.2%,12.6%,6.6%,11.4%,16.0%,19.3%,204,184,091,11976900000,,,2771960000,,,535444000,,,147679000,2354180000,7670810000,5107990000,2753810000,10849000000,1363060000,3055830000,388163000
RAPT4,PN N1,RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES PN N1,Material de Transporte,Material Rodoviário,7.79,2023-02-10,7.71,11.21,24047800,2565490000,5319300000,2022-09-30,329331000,479,093,188,024,021,066,-616,11.0%,331,390,28.9%,163,842,24.2%,12.6%,6.6%,11.4%,16.0%,19.3%,204,184,091,11976900000,,,2771960000,,,535444000,,,147679000,2354180000,7670810000,5107990000,2753810000,10849000000,1363060000,3055830000,388163000
RCSL3,ON,RECRUSUL ON,Material de Transporte,Material Rodoviário,1.34,2023-02-10,0.76,3.36,717754,50802100,49897100,2022-09-30,37912000,-1635,-130,24077,072,077,834,-068,0.0%,3797,23648,151.2%,-008,-103,11.4%,0.3%,-4.4%,0.3%,0.3%,8.0%,125,-000,107,65721000,,,-39014000,,,-3107000,,,-958000,911000,30266000,6000,-905000,70443000,211000,14636000,-94000
RCSL4,PN,RECRUSUL PN,Material de Transporte,Material Rodoviário,0.56,2023-02-10,0.52,1.99,403916,21230700,20325700,2022-09-30,37912000,-683,-054,10062,030,032,349,-028,0.0%,1547,9633,151.2%,-008,-103,11.4%,0.3%,-4.4%,0.3%,0.3%,8.0%,125,-000,107,65721000,,,-39014000,,,-3107000,,,-958000,911000,30266000,6000,-905000,70443000,211000,14636000,-94000
RDNI3,ON NM,RNI ON NM,Construção Civil,Incorporações,5.86,2023-02-10,5.86,9.53,129321,256492000,802699000,2022-09-30,43770000,1488,040,649,039,012,121,-032,1.0%,1833,2032,29.4%,039,1460,24.2%,6.0%,3.7%,1.8%,1.9%,2.7%,143,095,031,2166020000,,,638829000,,,17235000,,,7151000,58579000,707095000,604786000,546207000,660852000,39510000,170352000,12216000
RDOR3,ON NM,REDE D OR ON NM,Serv.Méd.Hospit. Análises e Diagnósticos,Serv.Méd.Hospit. Análises e Diagnósticos,28.36,2023-02-10,24.24,54.94,167987000,64924300000,80704100000,2022-09-30,2289290000,4733,476,1584,290,116,427,-373,1.3%,1466,1968,29.7%,060,595,22.5%,18.3%,6.3%,7.3%,9.9%,10.1%,276,215,040,56125400000,,,13628500000,,,1371680000,,,396286000,13472000000,23873100000,29251800000,15779800000,22371300000,4100030000,6063260000,1248120000
RECV3,ON NM,PETRORECONCA ON NM,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",30.22,2023-02-10,18.91,35.50,75423100,8859620000,7633700000,2022-09-30,293171000,1084,241,827,357,136,811,-2028,2.5%,553,713,-,279,1252,48.0%,43.1%,32.9%,16.4%,24.5%,22.3%,182,018,038,6532050000,,,3671860000,,,817049000,,,211883000,1893260000,2423260000,667339000,-1225920000,2484700000,1070810000,804848000,354298000
REDE3,ON,REDE EMPRESAS DE ENERGIA ELÉTRICA S.A. ON,Energia Elétrica,Energia Elétrica,5.43,2023-02-10,5.27,6.51,7868,11459100000,20077600000,2022-09-30,2110320000,748,273,310,072,045,532,-096,9.6%,460,543,12.9%,073,199,27.9%,23.3%,13.1%,14.5%,16.6%,36.5%,141,255,062,25451000000,,,4202200000,,,1532760000,,,311053000,2090510000,7466630000,10709000000,8618510000,15846700000,3694570000,3822320000,819495000
RENT3,ON,LOCALIZA RENT A CAR ON,Diversos,Aluguel de carros,56.81,2023-02-10,48.15,73.07,411107000,55910100000,79020800000,2022-09-30,984159000,3037,275,1389,385,087,6687,-193,2.1%,1458,1964,15.8%,187,2066,40.3%,27.7%,12.7%,6.3%,8.1%,9.1%,106,144,023,64232300000,,,20329700000,,,1841040000,,,424168000,6103910000,14984400000,29214600000,23110700000,14534300000,4024400000,6136950000,1423160000
RNEW3,ON N2,RENOVA ON N2,Energia Elétrica,Energia Elétrica,2.00,2023-02-10,1.67,2.91,61554,498968000,1393150000,2022-09-30,249484000,267,311,-757,289,025,-444,-031,0.0%,-2978,-2112,-32.8%,075,064,30.9%,-38.2%,108.4%,-3.3%,-3.5%,116.4%,069,606,009,2010070000,,,160679000,,,187057000,,,-17260000,80197000,255239000,974377000,894180000,172565000,-65950000,62788000,-403000
RNEW4,PN N2,RENOVA PN N2,Energia Elétrica,Energia Elétrica,2.09,2023-02-10,1.30,2.93,100959,521422000,1415600000,2022-09-30,249484000,279,325,-791,302,026,-464,-033,0.0%,-3026,-2146,-32.8%,075,064,30.9%,-38.2%,108.4%,-3.3%,-3.5%,116.4%,069,606,009,2010070000,,,160679000,,,187057000,,,-17260000,80197000,255239000,974377000,894180000,172565000,-65950000,62788000,-403000
ROMI3,ON,ROMI ON,Máquinas e Equipamentos,Máq. e Equip. Industriais,18.06,2023-02-10,9.79,19.07,12179900,1456850000,1927050000,2022-12-31,80667000,678,133,597,091,065,184,609,4.9%,653,789,23.6%,267,1355,32.0%,15.3%,13.6%,10.9%,13.1%,19.7%,232,066,071,2244930000,,,1093130000,,,215027000,,,86967000,250813000,1388930000,721014000,470201000,1592300000,244218000,536215000,109358000
RPAD3,ON,ALFA HOLDINGS ON,Intermediários Financeiros,Bancos,6.91,2023-02-07,6.10,7.99,1231,585153000,519680000,2022-09-30,84682000,929,055,-13701,-,054,938,940,0.0%,-12168,-12168,-31.3%,074,1266,-,-,0.0%,-0.4%,-0.4%,5.9%,1472,-,-,1076700000,,,1072040000,,,62961000,,,41358000,65473000,66933000,0,-65473000,0,-4271000,0,-1059000
RPAD5,PNA,ALFA HOLDINGS PNA,Intermediários Financeiros,Bancos,6.40,2023-02-07,6.14,8.90,534,541965000,476492000,2022-09-30,84682000,861,051,-12689,-,050,869,870,9.0%,-11156,-11156,-31.3%,074,1266,-,-,0.0%,-0.4%,-0.4%,5.9%,1472,-,-,1076700000,,,1072040000,,,62961000,,,41358000,65473000,66933000,0,-65473000,0,-4271000,0,-1059000
RPAD6,PNB,ALFA HOLDINGS PNB,Intermediários Financeiros,Bancos,6.69,2023-02-09,4.17,6.90,1065,566523000,501050000,2022-09-30,84682000,900,053,-13264,-,053,908,910,0.0%,-11731,-11731,-31.3%,074,1266,-,-,0.0%,-0.4%,-0.4%,5.9%,1472,-,-,1076700000,,,1072040000,,,62961000,,,41358000,65473000,66933000,0,-65473000,0,-4271000,0,-1059000
RPMG3,ON,REFINARIA DE PETRÓLEOS DE MANGUINHOS S.A ON,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",1.58,2023-02-10,1.52,3.01,28222,106953000,106940000,2022-09-30,67692000,-012,-003,-012,002,002,-003,-002,0.0%,-012,-012,52.8%,-1345,-6253,-11.9%,-18.7%,-19.1%,-17.7%,-17.8%,21.5%,054,-,094,5038610000,,,-4233000000,,,-910237000,,,-377767000,13000,4697740000,0,-13000,4758730000,-889655000,1591870000,-394978000
RRRP3,ON NM,3R PETROLEUM ON NM,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",44.58,2023-02-10,28.60,51.31,184913000,9053650000,8771940000,2022-09-30,203088000,4166,210,1759,593,112,1055,-491,0.0%,1177,1705,133.4%,107,2127,56.0%,33.7%,15.0%,6.4%,7.9%,5.0%,188,024,019,8052020000,,,4318780000,,,217305000,,,431856000,1326210000,1834550000,1044500000,-281709000,1527310000,514630000,502374000,138647000
RSID3,ON N1,ROSSI RESIDENCIAL ON N1,Construção Civil,Incorporações,2.88,2023-02-10,1.81,8.56,103395,57600000,658374000,2022-09-30,20000000,-027,-006,-078,434,007,-005,-004,0.0%,-904,-887,-38.0%,-1059,-4570,-379.6%,-559.2%,-1698.1%,-8.6%,-9.1%,23.2%,027,-067,002,863272000,,,-913959000,,,-211797000,,,31781000,10611000,410408000,611385000,600774000,13269000,-74200000,11947000,-5423000
RSUL4,PN,METALURGICA RIOSULENSE S/A PN,Material de Transporte,Material Rodoviário,56.50,2023-02-10,47.13,85.00,184877,335537000,317543000,2022-09-30,5938710,543,270,333,087,101,403,-1143,3.5%,298,315,30.2%,1041,2090,36.2%,26.2%,16.1%,30.3%,36.3%,49.8%,187,009,116,332361000,,,124136000,,,61812000,,,19732000,29300000,178860000,11306000,-17994000,384342000,100657000,113110000,32434000
SANB3,ON,SANTANDER ON,Intermediários Financeiros,Bancos,13.38,2023-02-10,11.99,16.74,2946300,100330000000,-,2022-12-31,7498530000,812,122,-,-,-,-,-,6.5%,-,-,1.8%,165,1093,-,-,0.0%,0.0%,-,15.1%,-,-,-,1062440000000,0,0,81965600000,17950900000,15647400000,12358500000,2753670000,6293960000,1548980000,,,,,,,,
SANB4,PN,SANTANDER PN,Intermediários Financeiros,Bancos,15.28,2023-02-10,13.45,18.31,3334740,114578000000,-,2022-12-31,7498530000,927,140,-,-,-,-,-,6.3%,-,-,1.8%,165,1093,-,-,0.0%,0.0%,-,15.1%,-,-,-,1062440000000,0,0,81965600000,17950900000,15647400000,12358500000,2753670000,6293960000,1548980000,,,,,,,,
SAPR3,ON,SANEPAR ON,Água e Saneamento,Água e Saneamento,3.33,2023-02-10,2.98,3.83,1080140,5032310000,8714070000,2022-09-30,1511210000,444,060,245,090,031,558,-094,8.4%,352,425,7.7%,075,556,57.7%,36.8%,20.3%,12.7%,14.0%,13.5%,160,058,035,16167300000,,,8408830000,,,1132560000,,,274928000,1227490000,2416480000,4909240000,3681750000,5581610000,2052300000,1432460000,544925000
SAPR4,PN,SANEPAR PN,Água e Saneamento,Água e Saneamento,3.49,2023-02-10,3.24,3.87,8601280,5274110000,8955860000,2022-09-30,1511210000,466,063,257,094,033,585,-099,8.8%,362,436,7.7%,075,556,57.7%,36.8%,20.3%,12.7%,14.0%,13.5%,160,058,035,16167300000,,,8408830000,,,1132560000,,,274928000,1227490000,2416480000,4909240000,3681750000,5581610000,2052300000,1432460000,544925000
SBFG3,ON,GRUPO SBF ON,Comércio,Produtos Diversos,8.60,2023-02-10,8.60,26.75,25086700,2094930000,4448020000,2022-09-30,243596000,593,090,481,035,028,134,-123,1.4%,565,1021,48.3%,145,951,47.1%,7.3%,5.9%,5.7%,6.8%,15.2%,177,113,078,7612230000,,,2317740000,,,353020000,,,14876000,256589000,3590220000,2609680000,2353100000,5961080000,435692000,1469980000,57859000
SBSP3,ON NM,SABESP ON NM,Água e Saneamento,Água e Saneamento,53.00,2023-02-10,34.81,60.77,200962000,36226000000,51583800000,2022-09-30,683510000,1189,132,815,171,065,1574,-168,1.8%,754,1161,7.5%,446,4002,35.0%,21.0%,14.4%,7.9%,8.5%,11.1%,148,069,038,55994100000,,,27355300000,,,3046480000,,,1081060000,3420650000,7138420000,18778400000,15357800000,21187300000,4443030000,5987740000,1516550000
SCAR3,ON,SÃO CARLOS EMPREEND.E PARTICIPAÇÕES S.A. ON,Exploração de Imóveis,Exploração de Imóveis,14.48,2023-02-10,14.46,37.82,200405,836032000,2655170000,2022-09-30,57737000,-1276,056,581,276,023,262,-052,1.0%,1301,1845,-14.5%,-114,2605,77.4%,47.5%,-22.5%,3.9%,4.2%,-4.4%,225,141,008,3701820000,,,1503850000,,,-65544000,,,-21164000,300012000,573847000,2119150000,1819140000,302857000,143894000,79235000,37139000
SEER3,ON NM,SER EDUCA ON NM,Diversos,Serviços Educacionais,3.64,2023-02-10,3.64,11.78,3773780,468548000,949856000,2022-09-30,128722000,-502,034,224,029,013,198,-035,0.0%,229,454,6.3%,-072,1060,51.3%,12.9%,-5.7%,6.0%,6.6%,-6.8%,144,055,047,3476910000,,,1363920000,,,-93263000,,,-39345000,269621000,774258000,750929000,481308000,1624990000,208994000,389661000,32329000
SEQL3,ON NM,SEQUOIA LOG ON NM,Serviços Diversos,Serviços Diversos,2.45,2023-02-10,2.45,15.65,12792600,344356000,984063000,2022-09-30,140554000,-498,064,1166,019,018,-6814,-044,0.0%,546,3331,30.8%,-049,382,18.5%,1.6%,-3.7%,1.5%,1.7%,-12.9%,099,132,094,1960020000,,,537366000,,,-69158000,,,-11620000,70747000,630169000,710454000,639707000,1849520000,29541000,453068000,11144000
SGPS3,ON NM,Springs ON NM,"Tecidos, Vestuário e Calçados",Fios e Tecidos,1.32,2023-02-10,1.09,5.99,292605,66000000,867743000,2022-09-30,50000000,-015,011,-054,005,002,095,-005,0.0%,-3907,-708,0.0%,-909,1212,24.2%,-8.5%,-31.4%,-4.2%,-5.0%,-75.0%,107,175,049,2934160000,,,605751000,,,-454309000,,,-175386000,258679000,1119660000,1060420000,801743000,1446950000,-122494000,296594000,-83213000
SHOW3,ON NM,TIME FOR FUN ON NM,Viagens e Lazer,Produção de Eventos e Shows,2.34,2023-02-10,2.10,4.75,775192,157746000,45047400,2022-09-30,67413000,-1006,111,357,052,026,213,-262,0.0%,090,102,-40.0%,-023,210,28.2%,14.6%,-4.4%,7.3%,21.6%,-11.1%,123,083,050,606774000,,,141721000,,,-15684000,,,-10013000,229815000,402869000,117116000,-112699000,303127000,44212000,53372000,12301000
SHUL4,PN,SCHULZ PN,Máquinas e Equipamentos,"Motores, Compressores e Outros",4.37,2023-02-10,3.79,5.11,2117880,1561730000,1922410000,2022-09-30,357375000,624,150,538,078,068,161,676,5.0%,546,662,22.7%,070,291,25.3%,14.5%,12.5%,12.6%,17.3%,24.0%,284,081,086,2312190000,,,1041630000,,,250334000,,,84261000,480986000,1501560000,841665000,360679000,1998430000,290530000,599339000,115784000
SIMH3,ON NM,SIMPAR ON NM,Holdings Diversificadas,Holdings Diversificadas,7.28,2023-02-10,5.88,12.18,27274500,6103610000,31650600000,2022-09-30,838408000,1158,220,125,029,010,045,-020,9.0%,486,648,69.9%,063,330,32.5%,23.1%,4.8%,8.3%,12.3%,19.0%,240,1477,036,59006200000,,,2770200000,,,527156000,,,18501000,15365900000,23394400000,40912900000,25547000000,21094900000,4881240000,6902420000,1463910000
SLCE3,ON NM,SLC Agricola ON NM,Agropecuária,Agricultura,51.78,2023-02-10,39.18,57.29,60374100,10999200000,14010600000,2022-09-30,212423000,824,230,437,120,073,382,-376,5.4%,521,557,36.2%,628,2254,34.0%,27.4%,15.2%,16.7%,19.8%,27.9%,168,091,061,15101100000,,,4788890000,,,1334910000,,,-63655000,1324820000,7099780000,4336190000,3011370000,9195150000,2517110000,1383160000,39103000
SLED3,ON,EDITORA SARAIVA ON,Comércio,Produtos Diversos,6.93,2023-02-10,6.59,17.69,4222,66770600,144239000,2022-09-30,9635000,044,-018,-095,081,049,-063,-014,0.0%,-273,-205,-55.0%,1584,-3797,43.9%,-85.0%,184.3%,-51.4%,-123.7%,-41.7%,027,-023,061,136838000,,,-365842000,,,152657000,,,84337000,8210000,39940000,85678000,77468000,82860000,-70390000,22810000,-36375000
SLED4,PN,EDITORA SARAIVA PN,Comércio,Produtos Diversos,1.20,2023-02-10,1.20,8.11,50676,11562000,89030000,2022-09-30,9635000,008,-003,-016,014,008,-011,-002,0.0%,-168,-126,-55.0%,1584,-3797,43.9%,-85.0%,184.3%,-51.4%,-123.7%,-41.7%,027,-023,061,136838000,,,-365842000,,,152657000,,,84337000,8210000,39940000,85678000,77468000,82860000,-70390000,22810000,-36375000
SMFT3,ON NM,SMART FIT ON NM,Viagens e Lazer,Atividades Esportivas,16.06,2023-02-10,9.97,23.03,18393000,9415050000,9778880000,2022-09-30,586242000,-3415,227,13480,359,085,542,-256,0.0%,1035,14001,20.0%,-047,708,26.6%,2.7%,-10.4%,0.6%,0.9%,-6.6%,214,074,024,11105300000,,,4147930000,,,-275732000,,,7833000,2710560000,3263040000,3074390000,363826000,2623820000,69846000,766292000,97020000
SMLS3,ON NM,SMILES ON NM,Diversos,Programas de Fidelização,22.40,2021-06-04,21.30,22.79,0,2781160000,2716440000,2021-06-30,124159000,1078,409,1037,421,102,1878,-672,0.0%,906,1013,-22.2%,208,547,85.2%,40.6%,39.1%,9.8%,10.7%,38.0%,110,-,024,2734720000,,,679678000,,,257995000,,,70233000,64721000,1641480000,0,-64721000,660323000,268192000,164179000,68303000
SMTO3,ON NM,SAO MARTINHO ON NM,Alimentos Processados,Açucar e Alcool,28.39,2023-02-10,21.86,50.59,63680500,10050400000,17479200000,2022-09-30,354011000,741,184,509,160,056,364,-150,4.0%,456,885,17.4%,383,1540,38.4%,31.4%,21.6%,10.9%,12.7%,24.9%,187,171,035,18067000000,,,5452020000,,,1356540000,,,212596000,1875160000,5918590000,9304000000,7428840000,6293620000,1974900000,1581790000,421041000
SNSY5,PNA,SANSUY S.A. INDÚSTRIA DE PLÁSTICOS PNA,Materiais Diversos,Materiais Diversos,3.01,2023-02-01,2.63,4.85,2027,23225200,144703000,2022-09-30,7716000,-014,-001,-113,003,005,-054,-001,0.0%,-6671,-702,20.0%,-2212,-20836,17.4%,-2.5%,-20.9%,-4.5%,-5.3%,10.6%,086,-008,178,462610000,,,-1607740000,,,-170705000,,,-42799000,6004000,272043000,127482000,121478000,821641000,-20614000,226458000,-1097000
SOJA3,ON NM,BOA SAFRA ON NM,Agropecuária,Agricultura,11.21,2023-02-10,9.49,15.66,1962560,1313140000,1377110000,2022-09-30,117140000,1115,179,1081,088,078,302,420,1.0%,1114,1133,70.2%,101,625,10.1%,8.2%,7.9%,7.3%,13.5%,16.1%,158,066,089,1675620000,,,732501000,,,117789000,,,87721000,423011000,1188940000,486981000,63970000,1484590000,121508000,881526000,95365000
SOMA3,ON NM,GRUPO SOMA ON NM,Comércio,"Tecidos, Vestuário e Calçados",8.61,2023-02-10,8.61,15.64,73376300,6756670000,7721930000,2022-09-30,784747000,2196,091,1359,143,065,440,6410,1.1%,1085,1553,130.8%,039,945,55.8%,10.5%,6.5%,4.8%,5.2%,4.2%,198,015,045,10409800000,,,7413640000,,,307677000,,,102143000,165614000,3101600000,1130870000,965254000,4730200000,497300000,1289950000,188585000
SOND3,ON,SONDOTECNICA S/A. ON,Construção e Engenharia,Engenharia Consultiva,46.01,2022-04-26,46.01,46.01,0,113093000,83171600,2022-09-30,2458000,690,195,459,094,125,397,592,13.1%,313,337,22.6%,667,2356,38.3%,20.4%,13.6%,27.1%,41.4%,28.3%,221,-,133,90778000,,,57907000,,,16394000,,,5482000,29921000,51945000,0,-29921000,120717000,24646000,37651000,10280000
SOND5,PNA,SONDOTECNICA S/A. PNA,Construção e Engenharia,Engenharia Consultiva,31.15,2022-12-27,30.92,44.00,212,76566700,46645700,2022-09-30,2458000,467,132,311,063,084,269,401,21.3%,176,189,22.6%,667,2356,38.3%,20.4%,13.6%,27.1%,41.4%,28.3%,221,-,133,90778000,,,57907000,,,16394000,,,5482000,29921000,51945000,0,-29921000,120717000,24646000,37651000,10280000
SOND6,PNB,SONDOTECNICA S/A. PNB,Construção e Engenharia,Engenharia Consultiva,32.35,2022-11-14,30.49,43.00,0,79516300,49595300,2022-09-30,2458000,485,137,323,066,088,279,416,20.5%,187,201,22.6%,667,2356,38.3%,20.4%,13.6%,27.1%,41.4%,28.3%,221,-,133,90778000,,,57907000,,,16394000,,,5482000,29921000,51945000,0,-29921000,120717000,24646000,37651000,10280000
